INFO 2022-07-28 22:43:57,422 database not connected
ERROR 2022-07-29 21:59:39,974 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,975 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,976 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,977 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,978 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,979 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,980 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,981 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,982 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,983 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,985 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,986 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,987 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,988 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,989 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,990 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,991 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,992 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,993 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,994 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,995 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,996 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,997 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,998 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:39,999 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,000 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,001 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,002 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,003 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,003 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,004 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,005 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,006 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,007 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,008 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,008 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,009 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,010 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,011 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,012 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,013 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,014 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,014 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,015 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,016 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,017 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,018 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,019 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,020 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,021 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,022 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,023 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,023 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,024 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,025 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,026 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,027 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,029 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,030 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,031 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,032 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,032 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,033 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,034 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,035 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,036 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,038 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,040 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,041 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,042 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,043 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,044 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,045 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,046 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,047 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,048 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,049 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,050 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,050 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,051 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,052 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,053 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,054 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,055 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,056 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,057 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,058 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,059 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,060 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,061 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,061 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,062 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,063 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,064 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,065 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,066 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,067 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,067 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,068 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,069 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,069 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,070 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,071 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,071 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,072 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,073 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,074 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,075 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,076 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,077 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,078 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,079 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,079 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,080 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,081 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,081 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,082 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,083 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,083 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,084 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,085 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,086 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,086 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,087 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,088 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,088 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,089 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,090 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,090 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,091 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,092 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,093 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,093 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,094 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,095 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,095 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,096 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,097 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,098 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,099 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,099 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,100 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,101 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,102 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,102 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,103 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,104 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,104 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,106 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,106 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,107 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,108 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,108 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,109 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,110 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,110 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,111 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,111 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,112 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,113 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,114 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,114 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,115 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,116 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,117 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,119 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,120 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,120 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,121 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,123 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,123 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,124 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,126 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,127 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,127 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,128 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,129 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,129 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,130 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,131 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,132 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,133 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,134 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,134 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,135 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,136 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,137 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,138 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,139 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,140 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,140 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,141 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,142 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,143 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,143 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,144 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,145 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,145 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,146 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,147 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,148 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,148 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,149 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,150 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,150 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,151 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,151 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,152 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,153 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,154 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,155 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,155 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,156 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,157 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,158 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,159 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,160 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,160 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,161 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,161 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,162 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,163 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,164 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,164 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,165 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,166 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,166 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,167 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,168 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,169 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,170 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,171 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,171 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,172 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,173 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,174 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,175 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,175 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,176 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,177 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,178 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,179 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,180 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,181 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,182 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,182 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,184 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,185 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,186 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,187 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,188 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,189 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,190 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,191 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,192 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,193 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,194 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,195 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,196 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,197 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,198 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,198 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,200 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,200 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,201 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,202 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,203 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,204 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,205 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,205 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,206 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,207 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,207 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,208 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,209 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,209 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,210 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,211 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,211 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,212 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,213 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,213 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,214 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,215 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,216 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,217 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,218 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,219 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,219 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,220 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,221 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,221 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,222 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,223 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,224 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,224 1146 (42S02): Table 'challenge.attribute' doesn't exist
ERROR 2022-07-29 21:59:40,225 1146 (42S02): Table 'challenge.attribute' doesn't exist
